Arrest Key,Relates Incident Number,Day of the Week,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Arrest Type,Weapon Code,Street Number,Street Name,City,Location
48840,18004216,Sun,05/20/2018 12:00:00 AM,243,28,Male,Black,,Warrant,None,1200,LEE ST,EVANSTON,"(42.03587053491402, -87.68924195794646)"
48842,18004103,Wed,05/16/2018 12:00:00 AM,1545,19,Male,White,,Taken into Custody,None,500,RIDGE AV/OAKTON ST,EVANSTON,"(42.02772575265197, -87.68557833159807)"
48844,18004293,Tue,05/22/2018 12:00:00 AM,1106,28,Male,Black,Not Hispanic,Taken into Custody,None,300,CHICAGO AV,EVANSTON,"(42.02481706824564, -87.67764492670258)"
48851,18004388,Thu,05/24/2018 12:00:00 AM,1159,32,Male,Black,,Taken into Custody,,1900,CHURCH ST,EVANSTON,"(42.04836647094488, -87.6998741615417)"
48852,18004415,Fri,05/25/2018 12:00:00 AM,152,29,Male,Black,Not Hispanic,On View,None,2600,MCCORMICK BL/EMERSON ST,EVANSTON,
48856,18004445,Fri,05/25/2018 12:00:00 AM,2214,21,Female,White,,,None,2000,DEMPSTER ST,EVANSTON,"(42.04108163423212, -87.70160948652928)"
48864,18004530,Mon,05/28/2018 12:00:00 AM,1333,17,Female,Black,Not Hispanic,On View,Personal (Hands/Fist/Feet),7500,RIDGE,CHICAGO,
48865,18004539,Mon,05/28/2018 12:00:00 AM,2154,24,Female,Black,,On View,Firearm,800,MAIN ST,EVANSTON,"(42.033973044559254, -87.68311829361167)"
48866,18004540,Mon,05/28/2018 12:00:00 AM,2315,22,Male,Black,,Taken into Custody,Handgun,800,HINMAN AV,EVANSTON,"(42.03302178024184, -87.67754694450329)"
48867,18004543,Tue,05/29/2018 12:00:00 AM,1300,22,Male,Black,,Warrant,Handgun,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48868,18004549,Tue,05/29/2018 12:00:00 AM,515,61,Male,Black,,Taken into Custody,None,1100,HULL TER,EVANSTON,"(42.02455039419756, -87.68781678204928)"
48871,18004531,Tue,05/29/2018 12:00:00 AM,1242,27,Male,Black,Unknown,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48872,18004552,Tue,05/29/2018 12:00:00 AM,1101,31,Male,White,,,None,1000,MAIN ST,EVANSTON,"(42.033994623644595, -87.68599070110373)"
48873,18004606,Wed,05/30/2018 12:00:00 AM,1712,29,Male,Black,,On View,None,1400,ASBURY AV/GREENWOOD ST,EVANSTON,"(42.04385031640285, -87.69021295170892)"
48876,18004586,Wed,05/30/2018 12:00:00 AM,723,19,Male,Black,,Taken into Custody,None,100,ELMWOOD AV,EVANSTON,"(42.02035004730197, -87.68280278402263)"
48878,18004686,Sat,06/02/2018 12:00:00 AM,546,33,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),700,ELMWOOD AV,EVANSTON,"(42.03127051303678, -87.68409923152576)"
48881,18004668,Fri,06/01/2018 12:00:00 AM,1610,32,Male,White,,On View,None,100,SHERIDAN RD,EVANSTON,"(42.02291143477888, -87.66542545295692)"
48883,18004752,Mon,06/04/2018 12:00:00 AM,1125,57,Male,White,,Warrant,None,1800,DARROW AV,EVANSTON,"(42.051167414734834, -87.69738295085926)"
48887,18004819,Tue,06/05/2018 12:00:00 AM,1736,23,Male,Black,,Taken into Custody,None,1800,SEWARD ST,EVANSTON,"(42.02905114362272, -87.6986715341848)"
48889,18004838,Wed,06/06/2018 12:00:00 AM,451,14,Male,Black,,On View,Knife/Cutting Instrument,1900,CHURCH ST,EVANSTON,"(42.04836647094488, -87.6998741615417)"
48890,18004838,Wed,06/06/2018 12:00:00 AM,624,16,Male,Black,,On View,Toy or Fake,1900,CHURCH ST,EVANSTON,"(42.04836647094488, -87.6998741615417)"
48891,18004839,Wed,06/06/2018 12:00:00 AM,407,60,Male,Black,Not Hispanic,On View,None,700,DOBSON ST,EVANSTON,"(42.02031087830594, -87.68162520146467)"
48893,18004818,Tue,06/05/2018 12:00:00 AM,1757,14,Male,Black,Not Hispanic,On View,None,700,DOBSON ST,EVANSTON,"(42.02031087830594, -87.68162520146467)"
48894,18004855,Wed,06/06/2018 12:00:00 AM,1257,26,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),400,RIDGE AV,EVANSTON,"(42.025837474313164, -87.68535997696793)"
48899,18004850,Wed,06/06/2018 12:00:00 AM,1113,40,Male,Black,,Taken into Custody,Handgun,2000,WESLEY AV,EVANSTON,"(42.05441306526769, -87.69143187091947)"
48900,18004864,Wed,06/06/2018 12:00:00 AM,2154,25,Male,Black,,Taken into Custody,Handgun,600,HOWARD ST,EVANSTON,"(42.01943463768282, -87.6792278341139)"
48901,18004902,Thu,06/07/2018 12:00:00 AM,2245,27,Male,Black,,On View,Handgun,1800,DODGE AV,EVANSTON,"(42.05114176963687, -87.69892982091864)"
48902,18004907,Thu,06/07/2018 12:00:00 AM,2053,28,Male,Black,,On View,None,2000,WARREN ST,EVANSTON,"(42.0274753778505, -87.70169289331703)"
48907,18004948,Sat,06/09/2018 12:00:00 AM,322,71,Male,White,,On View,None,1700,OAK AV,EVANSTON,"(42.04921917600991, -87.68678563450567)"
48909,18004977,Sat,06/09/2018 12:00:00 AM,1249,28,Male,Black,,On View,Other,300,DEMPSTER ST,EVANSTON,"(42.04113399295212, -87.67593438955272)"
48910,18005001,Sun,06/10/2018 12:00:00 AM,510,23,Male,Black,,On View,None,2000,LAKE ST,EVANSTON,"(42.044160472009715, -87.7014094664731)"
48911,18005012,Sun,06/10/2018 12:00:00 AM,1533,32,Male,Black,,Taken into Custody,Handgun,1500,DARROW AV,EVANSTON,"(42.045184939202784, -87.69773239346296)"
48912,18004766,Thu,06/07/2018 12:00:00 AM,1538,32,Male,White,,,,2100,HOWARD ST/GREY AV,EVANSTON,"(42.01925234323605, -87.70312549977172)"
48913,18004885,Thu,06/07/2018 12:00:00 AM,1259,31,Male,Black,Not Hispanic,,None,3200,SIMPSON ST,,"(42.055290258967204, -87.72458901347659)"
48915,18005040,Mon,06/11/2018 12:00:00 AM,1659,57,Male,White,,Taken into Custody,,500,MAIN ST,EVANSTON,"(42.033935841279025, -87.67853868568051)"
48916,18005048,Mon,06/11/2018 12:00:00 AM,2135,33,Male,White,,Taken into Custody,None,1900,CRAIN ST/DODGE AV,EVANSTON,
48918,18005082,Tue,06/12/2018 12:00:00 AM,1936,22,Male,White,,Taken into Custody,,7500,RIDGE,CHICAGO,
48919,18005083,Tue,06/12/2018 12:00:00 AM,1936,22,Male,White,,Taken into Custody,None,7500,RIDGE,CHICAGO,
48932,18005181,Fri,06/15/2018 12:00:00 AM,1828,51,Male,Black,,On View,None,2400,MAIN ST,EVANSTON,"(42.033695899617555, -87.70787166189695)"
48934,18005238,Sun,06/17/2018 12:00:00 AM,2247,38,Male,Black,,Taken into Custody,None,900,CHICAGO AV,EVANSTON,"(42.03481295340718, -87.67955038740563)"
48935,18005129,Thu,06/14/2018 12:00:00 AM,1027,36,Female,Black,,,,1700,MAPLE AV,EVANSTON,"(42.049245869685386, -87.68479294319997)"
48936,18005204,Sat,06/16/2018 12:00:00 AM,1908,30,Male,White,,Taken into Custody,None,2100,SHERIDAN RD/NORTHWESTERN PL,EVANSTON,
48937,18005124,Thu,06/14/2018 12:00:00 AM,902,32,Female,White,,,None,1800,OAKTON ST,EVANSTON,"(42.02661419433206, -87.69867900185767)"
48941,18005264,Mon,06/18/2018 12:00:00 AM,1734,16,Female,Black,Not Hispanic,Taken into Custody,Personal (Hands/Fist/Feet),2400,BRADLEY PL,EVANSTON,"(42.034617897117364, -87.70784859658444)"
48944,18005307,Wed,06/20/2018 12:00:00 AM,114,34,Female,White,,Taken into Custody,None,600,MADISON ST,EVANSTON,"(42.03168571465273, -87.67961042845852)"
48946,18005297,Tue,06/19/2018 12:00:00 AM,1934,36,Male,White,Unknown,Warrant,None,7600,N SHERIDAN,CHICAGO,
48948,18005344,Wed,06/20/2018 12:00:00 AM,2210,27,Female,Black,,Taken into Custody,Personal (Hands/Fist/Feet),600,HULL TER,EVANSTON,"(42.02476670271901, -87.67938653120645)"
48949,18005344,Wed,06/20/2018 12:00:00 AM,2200,31,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),600,HULL TER,EVANSTON,"(42.02476670271901, -87.67938653120645)"
48959,18005463,Mon,06/25/2018 12:00:00 AM,615,16,Male,Black,Not Hispanic,Warrant,None,100,CLYDE AV,EVANSTON,"(42.02031106860345, -87.67799678275345)"
48964,18005485,Mon,06/25/2018 12:00:00 AM,1930,21,Male,,,Taken into Custody,None,2000,MAIN ST/BROWN AV,EVANSTON,"(42.03382829574819, -87.70163577683604)"
48965,18005495,Tue,06/26/2018 12:00:00 AM,120,18,Male,,,Taken into Custody,,2400,PRAIRIE AV,EVANSTON,"(42.06184410504257, -87.69882766617769)"
48969,18005497,Tue,06/26/2018 12:00:00 AM,313,36,Male,Black,,On View,Blunt Objects,8800,GROSS POINT RD,SKOKIE,
48975,18005592,Thu,06/28/2018 12:00:00 AM,251,23,Male,Black,,On View,Handgun,500,SHERIDAN RD,EVANSTON,"(42.02751784999248, -87.67063843293887)"
48980,18005632,Fri,06/29/2018 12:00:00 AM,214,34,Male,White,Not Hispanic,Taken into Custody,None,800,MULFORD ST,EVANSTON,"(42.023007628858444, -87.68390397321157)"
48982,18005666,Fri,06/29/2018 12:00:00 AM,2348,18,Male,Black,,On View,None,2000,DODGE AV,EVANSTON,"(42.054731556444544, -87.69886154289249)"
48990,18005758,Mon,07/02/2018 12:00:00 AM,1842,23,Male,Black,Not Hispanic,On View,None,1700,SHERMAN AV,EVANSTON,"(42.04920651811222, -87.68181463142957)"
48991,18005767,Tue,07/03/2018 12:00:00 AM,210,37,Male,Black,,On View,Personal (Hands/Fist/Feet),2100,EMERSON ST,EVANSTON,"(42.05201148836223, -87.70279646091957)"
48996,18005744,Mon,07/02/2018 12:00:00 AM,1529,31,Male,White,,,,300,DODGE AV,EVANSTON,"(42.023906632823035, -87.69950763066183)"
49003,18005627,Thu,06/28/2018 12:00:00 AM,2345,33,Female,Black,,,,1200,OAKTON ST,EVANSTON,"(42.02673217828169, -87.68930098782359)"
49004,18005859,Thu,07/05/2018 12:00:00 AM,1449,41,Male,White,,Taken into Custody,None,500,SHERIDAN RD,EVANSTON,"(42.02751784999248, -87.67063843293887)"
49010,18005883,Fri,07/06/2018 12:00:00 AM,1315,34,Male,White,,On View,Personal (Hands/Fist/Feet),1600,MAPLE AV,EVANSTON,"(42.047787847667465, -87.68513087112919)"
49011,18005919,Sat,07/07/2018 12:00:00 AM,2234,27,Female,Black,,On View,,2100,WESLEY AV,EVANSTON,"(42.05674100040708, -87.6908475358315)"
49014,18005919,Sat,07/07/2018 12:00:00 AM,1659,16,Male,White,,On View,Handgun,2100,WESLEY AV,EVANSTON,"(42.05674100040708, -87.6908475358315)"
49022,18006053,Tue,07/10/2018 12:00:00 AM,2330,21,Male,Asian,Not Hispanic,Taken into Custody,None,3800,OAKTON,SKOKIE,
49024,18006135,Fri,07/13/2018 12:00:00 AM,220,20,Female,Black,Not Hispanic,On View,Personal (Hands/Fist/Feet),1300,FOWLER AV,EVANSTON,"(42.04180028797089, -87.70689243397696)"
49027,18006173,Fri,07/13/2018 12:00:00 AM,2330,18,Male,Black,,On View,,2000,DODGE AV,EVANSTON,"(42.054731556444544, -87.69886154289249)"
49028,18006173,Fri,07/13/2018 12:00:00 AM,2330,20,Male,Asian,,On View,Handgun,2000,DODGE AV,EVANSTON,"(42.054731556444544, -87.69886154289249)"
49029,18006197,Sat,07/14/2018 12:00:00 AM,1657,52,Male,Black,Not Hispanic,On View,Knife/Cutting Instrument,2300,DEMPSTER ST,EVANSTON,"(42.041000909335246, -87.70613404194994)"
49030,18006212,Sat,07/14/2018 12:00:00 AM,2207,28,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),100,CUSTER AV,EVANSTON,"(42.02032946657181, -87.68044005876548)"
49035,18006250,Sun,07/15/2018 12:00:00 AM,2108,46,Male,White,,On View,None,7500,N CLARK,CHICAGO,
49036,18006220,Sun,07/15/2018 12:00:00 AM,137,28,Male,Black,,Taken into Custody,,600,OAKTON ST,EVANSTON,"(42.02656649316759, -87.67962399169956)"
49037,18006259,Mon,07/16/2018 12:00:00 AM,1056,43,Male,White,,,None,2100,FOSTER ST/GREY AV,EVANSTON,"(42.05375641605591, -87.70276029185531)"
49040,18006249,Sun,07/15/2018 12:00:00 AM,2154,14,Male,Black,,On View,Toy or Fake,1900,EMERSON ST,EVANSTON,"(42.05206625821078, -87.69968543110309)"
49042,18006327,Tue,07/17/2018 12:00:00 AM,2115,33,Female,Asian,,,None,1700,MAPLE AV,EVANSTON,"(42.049245869685386, -87.68479294319997)"
49058,18006523,Mon,07/23/2018 12:00:00 AM,1842,56,Male,Black,Not Hispanic,Taken into Custody,None,3300,HOWARD ST,SKOKIE,
49059,18006522,Mon,07/23/2018 12:00:00 AM,2105,47,Male,White,,Taken into Custody,None,500,ASBURY AV/OAKTON ST,EVANSTON,"(42.02767323853752, -87.69006331932195)"
49067,18006634,Fri,07/27/2018 12:00:00 AM,509,34,Male,Black,,Taken into Custody,None,2000,OAKTON ST,EVANSTON,"(42.02654598740489, -87.70172819948571)"
49069,18006635,Fri,07/27/2018 12:00:00 AM,531,27,Male,White,,Taken into Custody,Personal (Hands/Fist/Feet),1700,CHURCH ST,EVANSTON,"(42.048416275342845, -87.69696034187463)"
49071,18002874,Fri,07/27/2018 12:00:00 AM,1603,27,Male,Black,Not Hispanic,Warrant,None,1400,W. 63RD ST.,CHICAGO,
49072,18006674,Sat,07/28/2018 12:00:00 AM,50,42,Female,Black,,On View,None,1300,GREENLEAF ST/ASBURY AV,EVANSTON,"(42.037644871033976, -87.69066203795053)"
49073,18006671,Fri,07/27/2018 12:00:00 AM,2202,25,Male,Black,Not Hispanic,On View,Handgun,300,RIDGE AV,EVANSTON,"(42.02401145074866, -87.68515036476056)"
49074,18006676,Sat,07/28/2018 12:00:00 AM,350,58,Male,Black,,Warrant,None,1900,DEMPSTER ST,EVANSTON,"(42.04110795331242, -87.70005506348431)"
49075,18006696,Sat,07/28/2018 12:00:00 AM,2037,27,Male,Black,,On View,,1200,SOUTH BLVD,,"(42.02780049432733, -87.6892830781476)"
49076,18000656,Fri,07/27/2018 12:00:00 AM,1733,28,Male,Black,Not Hispanic,Taken into Custody,Personal (Hands/Fist/Feet),2700,S. CALIFORNIA AVE.,CHICAGO,
49077,18006662,Fri,07/27/2018 12:00:00 AM,1809,51,Male,Black,,Warrant,None,800,DOBSON ST,EVANSTON,"(42.020331193941615, -87.68377415394069)"
49082,18006742,Mon,07/30/2018 12:00:00 AM,2122,28,Male,Black,Not Hispanic,On View,None,1700,DODGE AV,EVANSTON,"(42.04929182705542, -87.69896474149739)"
49086,18006759,Tue,07/31/2018 12:00:00 AM,1008,47,Female,Black,,Taken into Custody,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49100,18006941,Sat,08/04/2018 12:00:00 AM,2255,66,Male,Black,,On View,,1600,DAVIS ST,EVANSTON,"(42.04710755836723, -87.69570278128349)"
49101,18006910,Sat,08/04/2018 12:00:00 AM,618,28,Male,Black,,On View,None,2100,RIDGE AV,EVANSTON,"(42.05662752989185, -87.68660651154242)"
49102,18006915,Sat,08/04/2018 12:00:00 AM,1013,33,Female,White,,Warrant,None,1700,SHERMAN AV,EVANSTON,"(42.04920651811222, -87.68181463142957)"
49108,18006987,Mon,08/06/2018 12:00:00 AM,1915,75,Female,White,,Taken into Custody,None,1400,DODGE AV,EVANSTON,"(42.04374063723177, -87.69908672170615)"
49112,18007089,Thu,08/09/2018 12:00:00 AM,1114,42,Male,White,,On View,None,2400,GREENWOOD ST/FOWLER AV,EVANSTON,"(42.04259029228096, -87.70763352180897)"
49113,18007094,Thu,08/09/2018 12:00:00 AM,1314,47,Female,Black,Not Hispanic,Taken into Custody,None,100,ASBURY AV,EVANSTON,"(42.02053223313827, -87.69015316502616)"
49117,18007086,Thu,08/09/2018 12:00:00 AM,1247,24,Female,White,,,None,1000,RIDGE AV,EVANSTON,"(42.03674324332717, -87.68737879098597)"
49118,18007111,Thu,08/09/2018 12:00:00 AM,1923,20,Female,White,,Taken into Custody,,1700,OAKTON ST,EVANSTON,"(42.0266382927869, -87.69711744632507)"
49119,18007133,Fri,08/10/2018 12:00:00 AM,1834,37,Female,Black,,Taken into Custody,None,1100,CHICAGO AV,EVANSTON,"(42.03841094441211, -87.68025391495762)"
49120,18007191,Sun,08/12/2018 12:00:00 AM,2334,54,Female,White,,Taken into Custody,None,1800,MAPLE AV,EVANSTON,"(42.05105840537129, -87.68475574311886)"
49121,18007197,Mon,08/13/2018 12:00:00 AM,324,20,Male,White,,Taken into Custody,None,1900,DEMPSTER ST,EVANSTON,"(42.04110795331242, -87.70005506348431)"
49123,18007119,Fri,08/10/2018 12:00:00 AM,922,38,Male,White,,Taken into Custody,None,2100,GREENWOOD AV,WILMETTE,"(42.04265545859732, -87.702992581756)"
49124,18007145,Sat,08/11/2018 12:00:00 AM,143,17,Male,White,,On View,None,500,CHICAGO AV/SOUTH BL,EVANSTON,"(42.028031071361845, -87.67826620471263)"
49125,18007164,Sat,08/11/2018 12:00:00 AM,2040,48,Male,White,,Taken into Custody,None,3400,HOWARD,SKOKIE,
49128,18007199,Mon,08/13/2018 12:00:00 AM,722,38,Male,Black,,Taken into Custody,None,600,OAKTON ST,EVANSTON,"(42.02656649316759, -87.67962399169956)"
49132,18007257,Tue,08/14/2018 12:00:00 AM,1758,63,Male,White,,On View,,400,SHERMAN AV,EVANSTON,"(42.02573232859534, -87.68232453754052)"
49134,18007291,Wed,08/15/2018 12:00:00 AM,1754,29,Male,Black,,On View,Personal (Hands/Fist/Feet),400,RIDGE AV,EVANSTON,"(42.025837474313164, -87.68535997696793)"
49145,18007348,Fri,08/17/2018 12:00:00 AM,1445,23,Female,Black,,On View,Handgun,1600,W HOWARD,CHICAGO,"(42.019412263308396, -87.69566364228403)"
49150,18007201,Mon,08/13/2018 12:00:00 AM,821,27,Male,White,,On View,None,1200,RIDGE AV,EVANSTON,"(42.040360670285175, -87.68817431997114)"
49159,18007477,Tue,08/21/2018 12:00:00 AM,1916,30,Male,Black,,,,800,DAVIS ST,EVANSTON,"(42.04696657437724, -87.68263203697478)"
49171,18007635,Sun,08/26/2018 12:00:00 AM,2135,21,Female,White,,Taken into Custody,,1200,LEE ST,EVANSTON,"(42.03587053491402, -87.68924195794646)"
49174,18007661,Mon,08/27/2018 12:00:00 AM,1334,34,Male,White,,,None,1800,RIDGE AV,EVANSTON,"(42.05134554920172, -87.68813625358497)"
49182,18007573,Fri,08/24/2018 12:00:00 AM,1450,58,Male,Asian,,Taken into Custody,None,1800,DARROW AV,EVANSTON,"(42.051167414734834, -87.69738295085926)"
49183,18001406,Tue,08/28/2018 12:00:00 AM,2223,18,Male,White,Not Hispanic,Taken into Custody,None,500,CUSTER AV,EVANSTON,"(42.02756801144062, -87.68037978168151)"
49184,18001461,Tue,08/28/2018 12:00:00 AM,2234,18,Male,White,Not Hispanic,Taken into Custody,None,500,CUSTER AV,EVANSTON,"(42.02756801144062, -87.68037978168151)"
49185,18007732,Wed,08/29/2018 12:00:00 AM,1650,33,Male,White,,Taken into Custody,None,1600,DEMPSTER ST,EVANSTON,"(42.04118967027743, -87.6952861115323)"
49186,18007708,Tue,08/28/2018 12:00:00 AM,2019,49,Male,Black,Not Hispanic,Taken into Custody,,100,CUSTER AV,EVANSTON,"(42.02032946657181, -87.68044005876548)"
49187,18002996,Wed,08/29/2018 12:00:00 AM,1230,56,Male,Black,,Taken into Custody,None,2700,S. CALIFORNIA,CHICAGO,
49188,18002997,Wed,08/29/2018 12:00:00 AM,2104,56,Male,Black,,Taken into Custody,None,2700,S. CALIFORNIA,CHICAGO,
49189,18007739,Wed,08/29/2018 12:00:00 AM,2315,27,Male,Black,Not Hispanic,Taken into Custody,None,6500,N CLARK ST,CHICAGO,
49190,18005864,Thu,08/30/2018 12:00:00 AM,1759,20,Male,Black,Not Hispanic,Taken into Custody,None,200,RICHMOND AV,EVANSTON,"(42.021718615847846, -87.70307327546638)"
49191,18007758,Thu,08/30/2018 12:00:00 AM,1749,20,Male,Black,Not Hispanic,Warrant,None,200,RICHMOND AV,EVANSTON,"(42.021718615847846, -87.70307327546638)"
49192,18007764,Thu,08/30/2018 12:00:00 AM,1723,24,Male,Black,,Taken into Custody,None,1900,GREEN BAY RD,EVANSTON,"(42.0530940049027, -87.68957036365988)"
49197,18007831,Sat,09/01/2018 12:00:00 AM,2106,18,Male,Black,Not Hispanic,Taken into Custody,Personal (Hands/Fist/Feet),2300,GRANT ST,EVANSTON,"(42.05913803102394, -87.70573768663243)"
49198,18007839,Sun,09/02/2018 12:00:00 AM,1015,32,Male,White,,On View,,1400,MAPLE AV,EVANSTON,"(42.04356645984521, -87.6850639633698)"
49201,18007789,Fri,08/31/2018 12:00:00 AM,1250,18,Male,Black,Not Hispanic,,None,1800,RIDGE AV,EVANSTON,"(42.05134554920172, -87.68813625358497)"
49204,18007825,Sat,09/01/2018 12:00:00 AM,1631,47,Female,White,Not Hispanic,Taken into Custody,None,800,WASHINGTON ST,EVANSTON,"(42.032784376423855, -87.68313451353245)"
49205,18007885,Tue,09/04/2018 12:00:00 AM,805,63,Male,Black,,Taken into Custody,None,2400,DAVIS ST,EVANSTON,"(42.04642052197887, -87.70756567644095)"
49207,18007894,Tue,09/04/2018 12:00:00 AM,1615,28,Male,Black,,Taken into Custody,Handgun,1500,FOWLER AV,EVANSTON,"(42.04553944737038, -87.7068166759035)"
49209,18007808,Tue,09/04/2018 12:00:00 AM,1356,17,Male,Black,Not Hispanic,Taken into Custody,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49213,18007954,Thu,09/06/2018 12:00:00 AM,1059,50,Male,Black,,Taken into Custody,None,1900,GREEN BAY RD,EVANSTON,"(42.0530940049027, -87.68957036365988)"
49215,18007980,Fri,09/07/2018 12:00:00 AM,414,31,Male,Black,,On View,Handgun,1600,MCCORMICK BL/GREEN BAY RD,EVANSTON,"(42.05952247382755, -87.69538050118778)"
49224,18007950,Thu,09/06/2018 12:00:00 AM,1003,21,Female,White,,,None,900,GREENLEAF ST,EVANSTON,"(42.037605911265196, -87.68441268747478)"
49230,18007910,Mon,09/03/2018 12:00:00 AM,2222,22,Male,White,,Warrant,None,0,S. COUNTY ST.,WAUKEGAN,
49233,18008111,Tue,09/11/2018 12:00:00 AM,1022,21,Female,Black,,Taken into Custody,,1100,EMERSON ST,EVANSTON,"(42.052146072952034, -87.68720200803584)"
49235,18008083,Mon,09/10/2018 12:00:00 AM,1024,33,Male,White,,On View,,1000,HOWARD ST,EVANSTON,"(42.01950824721509, -87.68645463516181)"
49239,18008145,Wed,09/12/2018 12:00:00 AM,1343,38,Male,Black,Not Hispanic,Taken into Custody,None,1800,DEMPSTER ST,EVANSTON,"(42.041137557693055, -87.69836969844225)"
49245,18008170,Thu,09/13/2018 12:00:00 AM,2043,38,Male,Black,,Taken into Custody,Sharp Object,800,SHERMAN AV,EVANSTON,"(42.033048837837875, -87.68219518238374)"
49254,18008213,Fri,09/14/2018 12:00:00 AM,842,36,Male,Black,,Taken into Custody,None,500,CUSTER AV,EVANSTON,"(42.02756801144062, -87.68037978168151)"
49255,18008212,Fri,09/14/2018 12:00:00 AM,1115,31,Male,Unknown,,On View,Knife/Cutting Instrument,900,DAVIS ST,EVANSTON,"(42.04703835181902, -87.68421432837464)"
49256,18004670,Fri,09/14/2018 12:00:00 AM,1908,22,Male,Unknown,,Taken into Custody,None,700,MONROE ST,EVANSTON,"(42.03078440751763, -87.6812754163705)"
49258,18008232,Fri,09/14/2018 12:00:00 AM,1823,21,Female,White,,Taken into Custody,None,2200,HOWARD ST,EVANSTON,"(42.019211376364495, -87.705482830181)"
49259,18007063,Fri,09/14/2018 12:00:00 AM,1330,16,Male,Black,,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49260,18008239,Fri,09/14/2018 12:00:00 AM,2234,29,Female,Black,,Taken into Custody,None,1800,LEMAR AV,EVANSTON,"(42.05101349557793, -87.70602177510033)"
49262,18008244,Fri,09/14/2018 12:00:00 AM,2340,20,Male,Black,,Taken into Custody,None,500,WESLEY AV,EVANSTON,"(42.02762949533659, -87.69241406787091)"
49264,18008232,Fri,09/14/2018 12:00:00 AM,1831,22,Male,White,,Taken into Custody,None,2200,HOWARD ST,EVANSTON,"(42.019211376364495, -87.705482830181)"
49265,18008237,Fri,09/14/2018 12:00:00 AM,1942,63,Female,White,,Taken into Custody,,400,RIDGE AV,EVANSTON,"(42.025837474313164, -87.68535997696793)"
49266,18008331,Mon,09/17/2018 12:00:00 AM,1641,48,Female,White,,Taken into Custody,None,3300,HARTZELL ST,EVANSTON,"(42.065515260029855, -87.72626851879919)"
49267,18008340,Mon,09/17/2018 12:00:00 AM,2022,33,Male,Black,,On View,Personal (Hands/Fist/Feet),1800,MONROE ST,EVANSTON,"(42.030724747746106, -87.69860566920913)"
49274,18008427,Wed,09/19/2018 12:00:00 AM,2237,27,Female,White,,On View,,1400,WASHINGTON ST,EVANSTON,"(42.03279676752035, -87.69236699228173)"
49276,18008301,Mon,09/17/2018 12:00:00 AM,20,32,Male,Black,,Taken into Custody,None,1000,OAKTON ST/RIDGE AV,EVANSTON,"(42.02669984487746, -87.6862621224658)"
49279,18008431,Thu,09/20/2018 12:00:00 AM,925,31,Male,White,,Taken into Custody,None,900,DAVIS ST,EVANSTON,"(42.04703835181902, -87.68421432837464)"
49280,18008515,Sat,09/22/2018 12:00:00 AM,1410,36,Female,Black,,On View,Knife/Cutting Instrument,300,DEMPSTER ST,EVANSTON,"(42.04113399295212, -87.67593438955272)"
49281,18008371,Tue,09/18/2018 12:00:00 AM,1525,20,Male,Black,,Warrant,,1000,WASHINGTON ST,EVANSTON,"(42.03281116006678, -87.68607748467178)"
49284,18008340,Tue,09/18/2018 12:00:00 AM,1715,33,Male,Black,,On View,Personal (Hands/Fist/Feet),1800,MONROE ST,EVANSTON,"(42.030724747746106, -87.69860566920913)"
49285,18008458,Fri,09/21/2018 12:00:00 AM,1317,48,Male,Black,Not Hispanic,Taken into Custody,None,400,RIDGE AV,EVANSTON,"(42.025837474313164, -87.68535997696793)"
49286,18008420,Fri,09/21/2018 12:00:00 AM,1602,39,Male,White,,Taken into Custody,Personal (Hands/Fist/Feet),1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
49287,18008471,Fri,09/21/2018 12:00:00 AM,1027,29,Male,Black,,,None,,RIDGE AV/AUSTIN ST,EVANSTON,
49288,18008494,Fri,09/21/2018 12:00:00 AM,2045,53,Male,Black,,Warrant,,1100,PITNER AV,EVANSTON,"(42.03829010417681, -87.7054265186448)"
49289,18008495,Fri,09/21/2018 12:00:00 AM,2053,25,Female,Black,,Taken into Custody,Personal (Hands/Fist/Feet),1900,DARROW AV,EVANSTON,"(42.052982334727446, -87.69734651386223)"
49290,18008551,Sun,09/23/2018 12:00:00 AM,1925,27,Male,Black,,On View,None,1000,MAPLE AV,EVANSTON,"(42.036718208716316, -87.68517503176102)"
49291,18008502,Sat,09/22/2018 12:00:00 AM,300,25,Male,White,,On View,None,1800,DEMPSTER ST,EVANSTON,"(42.041137557693055, -87.69836969844225)"
49292,18008546,Sun,09/23/2018 12:00:00 AM,1706,41,Male,Black,,Taken into Custody,None,1500,LYONS ST/ASHLAND AV,EVANSTON,"(42.05027643545345, -87.69393174133684)"
