Arrest Key,Relates Incident Number,Day of the Week,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Arrest Type,Weapon Code,Street Number,Street Name,City,Location
48419,18000658,Wed,01/24/2018 12:00:00 AM,1619,31,Male,Black,,Taken into Custody,None,1600,ORRINGTON AV,EVANSTON,"(42.04747037850922, -87.68114463040473)"
48422,18000714,Fri,01/26/2018 12:00:00 AM,116,19,Male,Black,Not Hispanic,On View,None,1800,WESLEY AV,EVANSTON,"(42.05126211492243, -87.69193616288665)"
48423,18000716,Fri,01/26/2018 12:00:00 AM,530,46,Male,Black,,Taken into Custody,None,400,RIDGE AV,EVANSTON,"(42.025837474313164, -87.68535997696793)"
48425,18000712,Fri,01/26/2018 12:00:00 AM,6,22,Male,Unknown,Not Hispanic,On View,None,1200,HOWARD ST,EVANSTON,"(42.0195351094662, -87.68938599155648)"
48426,18000714,Fri,01/26/2018 12:00:00 AM,116,20,Male,White,Not Hispanic,On View,None,1800,WESLEY AV,EVANSTON,"(42.05126211492243, -87.69193616288665)"
48429,18000717,Fri,01/26/2018 12:00:00 AM,800,48,Female,Black,,Taken into Custody,Knife/Cutting Instrument,1700,SHERMAN AV,EVANSTON,"(42.04920651811222, -87.68181463142957)"
48430,18000745,Fri,01/26/2018 12:00:00 AM,2040,27,Male,Black,,On View,None,,CALRK/JARVIS,CHICAGO,
48431,18000750,Fri,01/26/2018 12:00:00 AM,2340,18,Female,White,,On View,Toy or Fake,1200,HULL TER,EVANSTON,"(42.02455924857053, -87.68932718623935)"
48432,18000803,Sun,01/28/2018 12:00:00 AM,1438,20,Male,White,Not Hispanic,On View,None,600,CHICAGO AV,EVANSTON,"(42.029984911145235, -87.67857116649239)"
48433,18000772,Sat,01/27/2018 12:00:00 AM,1349,37,Male,Black,,Taken into Custody,None,2700,GREEN BAY RD,EVANSTON,"(42.067844181835355, -87.70173836113409)"
48435,18000745,Fri,01/26/2018 12:00:00 AM,2127,25,Male,Black,,On View,None,,CLARK/JARVIS,CHICAGO,
48436,18000750,Sat,01/27/2018 12:00:00 AM,222,18,Male,White,,Taken into Custody,Toy or Fake,1200,HULL TER,EVANSTON,"(42.02455924857053, -87.68932718623935)"
48437,18000795,Sun,01/28/2018 12:00:00 AM,628,45,Male,White,,Taken into Custody,None,1500,SHERMAN AV,EVANSTON,"(42.045944628468234, -87.68181709791915)"
48438,18000761,Sat,01/27/2018 12:00:00 AM,1135,39,Male,White,,,None,1400,EMERSON ST,EVANSTON,"(42.0521960629477, -87.69273344879336)"
48441,18000822,Mon,01/29/2018 12:00:00 AM,826,60,Female,Black,,Taken into Custody,None,1200,GREENWOOD ST/RIDGE AV,EVANSTON,"(42.04274480540793, -87.68933974366097)"
48442,18000843,Mon,01/29/2018 12:00:00 AM,1704,31,Male,White,Not Hispanic,Taken into Custody,Personal (Hands/Fist/Feet),700,MULFORD ST,EVANSTON,"(42.02298921560703, -87.68160037621158)"
48443,18000853,Tue,01/30/2018 12:00:00 AM,124,36,Female,Black,Not Hispanic,Taken into Custody,None,200,CALLAN AV,EVANSTON,"(42.022147783790764, -87.6792061081797)"
48444,18000860,Tue,01/30/2018 12:00:00 AM,1140,34,Male,Black,,Warrant,,600,CASE PL,EVANSTON,"(42.02204937999835, -87.67844924072985)"
48448,18000834,Mon,01/29/2018 12:00:00 AM,1824,45,Male,Black,Not Hispanic,Taken into Custody,None,2400,ELGIN RD,,
48450,18000815,Sun,01/28/2018 12:00:00 AM,1923,25,Male,Black,,On View,None,300,HOWARD ST,EVANSTON,"(42.01939118426452, -87.67390647561167)"
48451,18000886,Wed,01/31/2018 12:00:00 AM,1325,22,Male,White,,,,2000,DODGE AV,EVANSTON,"(42.054731556444544, -87.69886154289249)"
48454,18000916,Thu,02/01/2018 12:00:00 AM,1037,45,Female,Black,,Taken into Custody,None,1800,DEMPSTER ST,EVANSTON,"(42.041137557693055, -87.69836969844225)"
48460,18001005,Sun,02/04/2018 12:00:00 AM,1635,21,Male,Black,,Taken into Custody,None,2200,DAVIS,EVANSTON,"(42.04642052197887, -87.70756567644095)"
48461,18001005,Sun,02/04/2018 12:00:00 AM,1512,20,Female,Black,,Taken into Custody,None,2400,DAVIS ST,EVANSTON,"(42.04642052197887, -87.70756567644095)"
48462,18001010,Mon,02/05/2018 12:00:00 AM,3,38,Male,White,,Taken into Custody,None,2400,MAIN ST,EVANSTON,"(42.033695899617555, -87.70787166189695)"
48463,18001010,Mon,02/05/2018 12:00:00 AM,9,35,Male,White,,Taken into Custody,None,2400,MAIN ST,EVANSTON,"(42.033695899617555, -87.70787166189695)"
48464,18001025,Mon,02/05/2018 12:00:00 AM,1728,25,Male,Black,,On View,Handgun,100,ASHLAND AV,EVANSTON,"(42.02046418974842, -87.69329141379103)"
48470,18001066,Wed,02/07/2018 12:00:00 AM,834,50,Female,White,Not Hispanic,On View,None,2100,HOWARD,CHICAGO,"(42.01925234323605, -87.70312549977172)"
48473,18000785,Sat,01/27/2018 12:00:00 AM,2303,26,Male,White,Unknown,Taken into Custody,None,3200,GRANT ST,EVANSTON,"(42.0589030229198, -87.72440253416451)"
48476,18001116,Thu,02/08/2018 12:00:00 AM,2115,36,Female,White,,Taken into Custody,None,800,MONROE ST,EVANSTON,"(42.03080421614143, -87.68317002730313)"
48479,18001126,Fri,02/09/2018 12:00:00 AM,1350,29,Female,White,,Taken into Custody,None,2500,MAIN ST,EVANSTON,"(42.03369119364168, -87.70927798129657)"
48482,18001220,Mon,02/12/2018 12:00:00 AM,2158,17,Male,Black,,Taken into Custody,,100,CLYDE AV,EVANSTON,"(42.02031106860345, -87.67799678275345)"
48484,18000926,Tue,02/13/2018 12:00:00 AM,1245,15,Male,Black,,Taken into Custody,,1100,SOUTH HAMILTON,CHICAGO,"(42.027794078157065, -87.68776213662964)"
48485,18001262,Wed,02/14/2018 12:00:00 AM,1021,30,Female,White,Not Hispanic,Taken into Custody,None,800,RIDGE AV,EVANSTON,"(42.0330979802221, -87.6865565404558)"
48486,18001291,Wed,02/14/2018 12:00:00 AM,1950,18,Male,Black,,Warrant,None,2000,EMERSON ST,EVANSTON,"(42.05203800908652, -87.70123659183844)"
48487,18001303,Thu,02/15/2018 12:00:00 AM,305,41,Male,White,,On View,None,1200,HOWARD ST,EVANSTON,"(42.0195351094662, -87.68938599155648)"
48488,18001290,Wed,02/14/2018 12:00:00 AM,2000,62,Male,Black,,Taken into Custody,Handtool,900,CHURCH ST,EVANSTON,"(42.04847971784911, -87.68409256314564)"
48491,18001337,Fri,02/16/2018 12:00:00 AM,215,29,Female,White,,Taken into Custody,Handgun,1300,HOWARD ST,EVANSTON,"(42.01950563970092, -87.69126988978809)"
48492,18001338,Fri,02/16/2018 12:00:00 AM,336,37,Male,Black,,On View,None,1400,CHICAGO AV,EVANSTON,"(42.043834145158726, -87.6805179156112)"
48498,18001371,Sat,02/17/2018 12:00:00 AM,149,57,Male,White,,On View,None,2400,FOSTER ST/EMERSON ST,EVANSTON,
48499,18001394,Sat,02/17/2018 12:00:00 AM,2137,18,Male,Black,,Taken into Custody,None,2100,DARROW AV,EVANSTON,"(42.05627801141634, -87.69728128136214)"
48512,18001479,Tue,02/20/2018 12:00:00 AM,1800,28,Female,Black,,Taken into Custody,Personal (Hands/Fist/Feet),800,DAVIS ST,EVANSTON,"(42.04696657437724, -87.68263203697478)"
48515,18001515,Thu,02/22/2018 12:00:00 AM,135,27,Male,White,,On View,None,,HOWARD/KEDZIE,,
48519,18001543,Thu,02/22/2018 12:00:00 AM,1615,22,Male,Black,,Taken into Custody,None,2000,MAPLE AV/FOSTER ST,EVANSTON,"(42.054864802315755, -87.68468322934746)"
48522,18001558,Fri,02/23/2018 12:00:00 AM,30,45,Male,Black,Not Hispanic,Taken into Custody,Blunt Objects,1800,DODGE AV,EVANSTON,"(42.05114176963687, -87.69892982091864)"
48527,18001569,Fri,02/23/2018 12:00:00 AM,1420,23,Male,Black,,Taken into Custody,None,400,CUSTER AV,EVANSTON,"(42.02567374153297, -87.68040285750322)"
48530,18001655,Mon,02/26/2018 12:00:00 AM,250,19,Male,Black,Not Hispanic,On View,None,1600,OAK AV,EVANSTON,"(42.04779080678063, -87.68681762808806)"
48531,18001610,Sat,02/24/2018 12:00:00 AM,1707,30,Female,Black,,Taken into Custody,Blunt Objects,1500,MONROE ST,EVANSTON,"(42.030781355805836, -87.69396111076078)"
48532,18001610,Sat,02/24/2018 12:00:00 AM,1717,25,Female,Black,,Taken into Custody,Blunt Objects,1500,MONROE ST,EVANSTON,"(42.030781355805836, -87.69396111076078)"
48533,18001656,Mon,02/26/2018 12:00:00 AM,530,45,Male,Black,Not Hispanic,Taken into Custody,None,2500,HOWARD ST,EVANSTON,"(42.01912576109617, -87.71014231390112)"
48538,18001691,Wed,02/28/2018 12:00:00 AM,627,57,Female,White,,,None,700,CUSTER AV,EVANSTON,"(42.03128469761468, -87.68030990178698)"
48539,18001733,Wed,02/28/2018 12:00:00 AM,1757,31,Female,Black,,Taken into Custody,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48540,18001743,Thu,03/01/2018 12:00:00 AM,240,28,Male,White,,Warrant,None,600,GROVE ST,EVANSTON,"(42.045234492223614, -87.68105848714487)"
48546,18001793,Fri,03/02/2018 12:00:00 AM,1511,36,Male,Black,,Warrant,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48557,18001905,Tue,03/06/2018 12:00:00 AM,1437,43,Male,White,,Taken into Custody,None,1700,MONROE ST,EVANSTON,"(42.03074534060465, -87.69713386983535)"
48558,18001852,Sun,03/04/2018 12:00:00 AM,1704,21,Female,Black,Not Hispanic,,None,1700,MAIN ST,EVANSTON,"(42.03391009903277, -87.69701113162536)"
48559,18001912,Tue,03/06/2018 12:00:00 AM,1700,23,Male,Black,Not Hispanic,Taken into Custody,Personal (Hands/Fist/Feet),300,HOWARD ST,EVANSTON,"(42.01939118426452, -87.67390647561167)"
48560,18001913,Tue,03/06/2018 12:00:00 AM,1744,27,Male,Black,,Taken into Custody,None,7400,CLARK STREET,CHICAGO,
48561,18001910,Tue,03/06/2018 12:00:00 AM,1842,65,Male,White,,On View,,800,GREENWOOD AV,GLENCOE,"(42.042660477128244, -87.68302074393785)"
48562,18001889,Tue,03/06/2018 12:00:00 AM,802,55,Female,Black,,,None,1100,RIDGE AV,EVANSTON,"(42.03854487208755, -87.68778502388699)"
48563,18001903,Wed,03/07/2018 12:00:00 AM,1659,21,Male,White,,Taken into Custody,Knife/Cutting Instrument,5000,OAKTON,SKOKIE,
48566,18001971,Thu,03/08/2018 12:00:00 AM,1623,20,Male,Black,Not Hispanic,Taken into Custody,None,1400,CHURCH ST,EVANSTON,"(42.048577035442975, -87.6927904687493)"
48568,18001974,Thu,03/08/2018 12:00:00 AM,1721,25,Male,White,,,None,1900,DOBSON ST,EVANSTON,"(42.02022147322229, -87.70024067928964)"
48575,18001998,Fri,03/09/2018 12:00:00 AM,1738,42,Female,Black,,Taken into Custody,,1600,DODGE AV,EVANSTON,"(42.04771286124296, -87.69900335431777)"
48587,18002013,Sat,03/10/2018 12:00:00 AM,215,28,Male,Black,,On View,,900,CLARK ST,EVANSTON,"(42.04998614403731, -87.6840506259118)"
48590,18002129,Wed,03/14/2018 12:00:00 AM,546,22,Male,Black,,Taken into Custody,Handgun,1800,GREY AV,EVANSTON,"(42.05110283619565, -87.70242465845219)"
48591,18002132,Wed,03/14/2018 12:00:00 AM,1015,22,Male,Black,,Warrant,Handgun,1500,ELMWOOD AV,,"(42.0460107307921, -87.68378492477495)"
48595,18002148,Thu,03/15/2018 12:00:00 AM,32,55,Male,Black,,Taken into Custody,,2000,DARROW AV,EVANSTON,"(42.054760154188536, -87.69731281936271)"
48599,18002191,Sun,03/18/2018 12:00:00 AM,1853,24,Male,Black,Not Hispanic,Taken into Custody,None,1500,FOSTER ST,EVANSTON,"(42.0539171860695, -87.69404003413491)"
48600,18002090,Mon,03/12/2018 12:00:00 AM,2013,62,Male,Black,,,None,,SOUTH BLVD / FOREST AVE,EVANSTON,
48604,18002196,Fri,03/16/2018 12:00:00 AM,1030,35,Male,White,,On View,None,500,MAIN ST,EVANSTON,"(42.033935841279025, -87.67853868568051)"
48605,18002237,Sat,03/17/2018 12:00:00 AM,1341,46,Male,Black,Not Hispanic,Warrant,None,1000,DODGE AV,EVANSTON,"(42.03659148493038, -87.69924144158854)"
48612,18002213,Fri,03/16/2018 12:00:00 AM,1723,27,Male,White,,,None,400,ASBURY AV/KIRK ST,EVANSTON,"(42.02585323613883, -87.69008895718044)"
48615,18002320,Tue,03/20/2018 12:00:00 AM,553,46,Male,White,,Warrant,None,200,CUSTER AV,EVANSTON,"(42.022098882111344, -87.68042634144619)"
48616,18002255,Sun,03/18/2018 12:00:00 AM,226,13,Male,Black,Not Hispanic,On View,None,1800,MADISON ST,EVANSTON,"(42.0316189058858, -87.69860595912127)"
48617,18002255,Sun,03/18/2018 12:00:00 AM,231,15,Male,Black,,Taken into Custody,None,1800,WASHINGTON ST,EVANSTON,"(42.03268921444981, -87.69857611682652)"
48618,18002329,Tue,03/20/2018 12:00:00 AM,1345,32,Male,Black,Not Hispanic,On View,,1100,HOWARD ST,EVANSTON,"(42.0195200150592, -87.68780705298875)"
48620,18002339,Tue,03/20/2018 12:00:00 AM,1732,19,Male,Black,,Taken into Custody,None,100,GREY AV/HOWARD ST,EVANSTON,"(42.02018745819916, -87.70192853913424)"
48621,18002339,Tue,03/20/2018 12:00:00 AM,1732,18,Female,Black,,Taken into Custody,None,100,GREY AV/HOWARD ST,EVANSTON,"(42.02018745819916, -87.70192853913424)"
48622,18002339,Tue,03/20/2018 12:00:00 AM,1732,19,Female,Black,,Taken into Custody,None,100,GREY AV/HOWARD ST,EVANSTON,"(42.02018745819916, -87.70192853913424)"
48627,18002446,Sat,03/24/2018 12:00:00 AM,313,27,Male,Black,Not Hispanic,Taken into Custody,Handgun,600,CASE,,"(42.02204937999835, -87.67844924072985)"
48628,18002186,Thu,03/15/2018 12:00:00 AM,2028,22,Male,Black,,On View,Handgun,3600,MAIN STREET,SKOKIE,
48631,18002446,Sat,03/24/2018 12:00:00 AM,313,18,Male,Black,Not Hispanic,Taken into Custody,Handgun,600,CASE,,"(42.02204937999835, -87.67844924072985)"
48632,18002429,Fri,03/23/2018 12:00:00 AM,1742,41,Male,Black,,,,1000,HOWARD ST,EVANSTON,"(42.01950824721509, -87.68645463516181)"
48640,18002446,Sat,03/24/2018 12:00:00 AM,333,17,Male,Black,Not Hispanic,Taken into Custody,Handgun,600,CASE PL,EVANSTON,"(42.02204937999835, -87.67844924072985)"
48641,18002172,Thu,03/15/2018 12:00:00 AM,1407,52,Male,White,,,None,1000,GROVE ST,EVANSTON,"(42.04560440318113, -87.6859422687044)"
48642,18002636,Fri,03/30/2018 12:00:00 AM,252,51,Male,Black,,On View,None,100,ASBURY AV,EVANSTON,"(42.02053223313827, -87.69015316502616)"
48643,18002637,Fri,03/30/2018 12:00:00 AM,157,51,Male,Black,,Warrant,None,100,ASBURY AV,EVANSTON,"(42.02053223313827, -87.69015316502616)"
48644,18002173,Thu,03/15/2018 12:00:00 AM,1430,52,Male,White,,,None,1000,GROVE ST,EVANSTON,"(42.04560440318113, -87.6859422687044)"
48645,18002613,Thu,03/29/2018 12:00:00 AM,915,44,Male,Black,,On View,None,7500,N CLARK ST,CHICAGO,
48646,18002623,Thu,03/29/2018 12:00:00 AM,1811,20,Male,Black,,Taken into Custody,None,1700,ORRINGTON AV,EVANSTON,"(42.04911412362465, -87.68035607867104)"
48647,18002627,Thu,03/29/2018 12:00:00 AM,1935,20,Male,Black,,Warrant,None,1700,ORRINGTON AV,EVANSTON,"(42.04911412362465, -87.68035607867104)"
48648,18002626,Thu,03/29/2018 12:00:00 AM,1947,20,Male,Black,,Warrant,None,1700,ORRINGTON AV,EVANSTON,"(42.04911412362465, -87.68035607867104)"
48649,18001516,Thu,02/22/2018 12:00:00 AM,215,40,Male,White,,On View,None,100,KEDZIE ST/SHERIDAN RD,EVANSTON,"(42.03206954534338, -87.67143943177132)"
48650,18001471,Mon,03/26/2018 12:00:00 AM,2119,65,Male,White,,Taken into Custody,,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48653,18002691,Sat,03/31/2018 12:00:00 AM,2304,16,Male,White,,Taken into Custody,,1800,EMERSON ST,EVANSTON,"(42.05209625623157, -87.6981378949953)"
48654,18002710,Mon,04/02/2018 12:00:00 AM,8,25,Female,Black,Not Hispanic,Taken into Custody,None,1600,PAYNE ST,EVANSTON,"(42.0569914287779, -87.69493800763546)"
48672,18002803,Thu,04/05/2018 12:00:00 AM,1020,21,Male,Black,,Taken into Custody,None,1500,RIDGE AV,EVANSTON,"(42.0458969697563, -87.68863765122373)"
48673,18002837,Fri,04/06/2018 12:00:00 AM,53,28,Male,Black,,Taken into Custody,None,,HOWARD ST/RIDGE AV,CHICAGO,
48676,18002865,Sat,04/07/2018 12:00:00 AM,1847,39,Male,Black,,Taken into Custody,Handgun,200,CALLAN AV,EVANSTON,"(42.022147783790764, -87.6792061081797)"
48681,18002889,Sun,04/08/2018 12:00:00 AM,155,40,Male,Black,,Taken into Custody,,1100,EMERSON ST,EVANSTON,"(42.052146072952034, -87.68720200803584)"
48687,18002196,Mon,04/09/2018 12:00:00 AM,1632,35,Male,White,,Warrant,None,900,CHICAGO AV,EVANSTON,"(42.03481295340718, -87.67955038740563)"
48690,18002866,Sat,04/07/2018 12:00:00 AM,936,45,Female,Black,,,,200,RIDGE AV,EVANSTON,"(42.02213751899427, -87.68493554051919)"
48692,18002885,Sat,04/07/2018 12:00:00 AM,2345,24,Female,Black,,Taken into Custody,,1700,GREENWOOD ST,EVANSTON,"(42.042774541648356, -87.69688809452121)"
48694,18002966,Tue,04/10/2018 12:00:00 AM,1726,71,Female,White,,Taken into Custody,None,2700,RIDGE AV,EVANSTON,"(42.06747071840131, -87.6829566385919)"
48697,18002936,Mon,04/09/2018 12:00:00 AM,1954,28,Male,Black,,On View,None,1200,DODGE AV,EVANSTON,"(42.04021405730369, -87.69916803381597)"
48705,18003074,Fri,04/13/2018 12:00:00 AM,1849,46,Male,Black,Not Hispanic,On View,None,2000,OAKTON ST,EVANSTON,"(42.02654598740489, -87.70172819948571)"
48706,18003083,Sat,04/14/2018 12:00:00 AM,138,51,Male,Black,,Warrant,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48707,18003093,Sat,04/14/2018 12:00:00 AM,1252,37,Male,Black,,Taken into Custody,None,1900,DEMPSTER ST,EVANSTON,"(42.04110795331242, -87.70005506348431)"
48710,18003110,Sun,04/15/2018 12:00:00 AM,115,42,Female,Black,,Taken into Custody,Knife/Cutting Instrument,1600,DODGE AV,EVANSTON,"(42.04771286124296, -87.69900335431777)"
48712,18003074,Fri,04/13/2018 12:00:00 AM,2136,51,Male,Black,,On View,None,2000,OAKTON ST,EVANSTON,"(42.02654598740489, -87.70172819948571)"
48714,18003157,Mon,04/16/2018 12:00:00 AM,2010,30,Male,Black,,On View,Firearm,1300,HOWARD ST,EVANSTON,"(42.01950563970092, -87.69126988978809)"
48715,18002312,Fri,04/13/2018 12:00:00 AM,1533,17,Male,Black,Not Hispanic,Taken into Custody,None,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48716,18003188,Wed,04/18/2018 12:00:00 AM,154,24,Male,Black,,Taken into Custody,Handgun,500,SHERIDAN RD,EVANSTON,"(42.02751784999248, -87.67063843293887)"
48720,18003141,Mon,04/16/2018 12:00:00 AM,1146,36,Male,Black,,Taken into Custody,None,1400,HARTREY AV/GREENWOOD ST,EVANSTON,"(42.04338911487455, -87.70375540569039)"
48721,18003157,Mon,04/16/2018 12:00:00 AM,2010,30,Female,Black,,On View,Firearm,1300,HOWARD ST,EVANSTON,"(42.01950563970092, -87.69126988978809)"
48722,18003195,Wed,04/18/2018 12:00:00 AM,1045,21,Female,White,Not Hispanic,Taken into Custody,None,1100,HOWARD ST,EVANSTON,"(42.0195200150592, -87.68780705298875)"
48723,18003167,Tue,04/17/2018 12:00:00 AM,928,38,Female,White,,Taken into Custody,None,0,HOWARD ST/FLORENCE AV,CHICAGO,
48731,18003375,Mon,04/23/2018 12:00:00 AM,1923,18,Male,Black,Not Hispanic,Taken into Custody,,300,CUSTER AV,EVANSTON,"(42.02387663147692, -87.6804146182308)"
48732,18003382,Mon,04/23/2018 12:00:00 AM,2300,33,Male,Asian,,Taken into Custody,,800,MULFORD ST,EVANSTON,"(42.023007628858444, -87.68390397321157)"
48733,18003345,Mon,04/23/2018 12:00:00 AM,608,23,Male,White,,On View,None,600,CLARK ST/CHICAGO AV,EVANSTON,"(42.04967932624872, -87.67894026766503)"
48740,18003416,Wed,04/25/2018 12:00:00 AM,908,29,Female,White,,On View,,500,CHICAGO AV,EVANSTON,"(42.028031071361845, -87.67826620471263)"
48743,18003463,Thu,04/26/2018 12:00:00 AM,1805,36,Male,White,Not Hispanic,,None,1300,RIDGE AV,EVANSTON,"(42.04200340988038, -87.68840022531144)"
48755,18003547,Sun,04/29/2018 12:00:00 AM,215,53,Male,Black,,On View,Personal (Hands/Fist/Feet),2100,DARROW AV,EVANSTON,"(42.05627801141634, -87.69728128136214)"
48760,18003616,Tue,05/01/2018 12:00:00 AM,1054,48,Male,Black,,On View,None,2000,LAKE ST,EVANSTON,"(42.044160472009715, -87.7014094664731)"
48768,18003688,Thu,05/03/2018 12:00:00 AM,1556,35,Male,Black,,Warrant,None,800,CLARK ST,EVANSTON,"(42.0499685585601, -87.6825585236549)"
48769,18003685,Thu,05/03/2018 12:00:00 AM,1556,32,Male,Black,,Warrant,None,800,CLARK ST,EVANSTON,"(42.0499685585601, -87.6825585236549)"
48771,18003629,Tue,05/01/2018 12:00:00 AM,1622,25,Male,White,,,None,2400,DEMPSTER ST,EVANSTON,"(42.040975164103514, -87.70767754633303)"
48773,18003707,Fri,05/04/2018 12:00:00 AM,1457,27,Male,Black,Not Hispanic,On View,None,1100,HOWARD ST,EVANSTON,"(42.0195200150592, -87.68780705298875)"
48774,18003718,Fri,05/04/2018 12:00:00 AM,1631,16,Female,Black,,Taken into Custody,Personal (Hands/Fist/Feet),1600,DODGE AV,EVANSTON,"(42.04771286124296, -87.69900335431777)"
48775,18003780,Sun,05/06/2018 12:00:00 AM,1613,41,Male,White,,,None,2300,DEMPSTER ST/PITNER AV,EVANSTON,"(42.041000909335246, -87.70613404194994)"
48776,18003786,Sun,05/06/2018 12:00:00 AM,2250,42,Male,Black,,Taken into Custody,Personal (Hands/Fist/Feet),1100,PITNER AV,EVANSTON,"(42.03829010417681, -87.7054265186448)"
48780,18003807,Mon,05/07/2018 12:00:00 AM,1710,35,Male,Black,,,None,1900,DEMPSTER ST,EVANSTON,"(42.04110795331242, -87.70005506348431)"
48781,18003808,Mon,05/07/2018 12:00:00 AM,1830,20,Female,Black,,Taken into Custody,Other,2400,DEMPSTER ST/FOWLER AV,EVANSTON,"(42.040975164103514, -87.70767754633303)"
48785,18003824,Tue,05/08/2018 12:00:00 AM,1107,17,Female,White,,Taken into Custody,None,1900,CHURCH ST,EVANSTON,"(42.04836647094488, -87.6998741615417)"
48793,18004028,Sun,05/13/2018 12:00:00 AM,2145,18,Female,White,,Taken into Custody,None,2300,OAKTON ST,EVANSTON,"(42.026432496165185, -87.70672396840237)"
48794,18004035,Mon,05/14/2018 12:00:00 AM,155,20,Female,White,,Warrant,None,300,RIDGE AV,EVANSTON,"(42.02401145074866, -87.68515036476056)"
48795,18004030,Sun,05/13/2018 12:00:00 AM,2303,33,Male,Black,,Taken into Custody,,,GOLF/EMERSON,SKOKIE,
48796,18004036,Mon,05/14/2018 12:00:00 AM,612,40,Male,Black,,On View,None,700,FOREST AV,EVANSTON,"(42.03115832108133, -87.67389868866769)"
48798,18003975,Sat,05/12/2018 12:00:00 AM,145,28,Male,White,,Taken into Custody,None,,HOWARD ST/RIDGE AV,CHICAGO,
48799,18003929,Thu,05/10/2018 12:00:00 AM,1955,45,Male,Black,Not Hispanic,Warrant,,800,CHICAGO AV,EVANSTON,"(42.033031139399924, -87.67919243479058)"
48800,18003949,Fri,05/11/2018 12:00:00 AM,1741,65,Male,Black,,Taken into Custody,None,1600,LINCOLN ST,EVANSTON,"(42.06217939841877, -87.69479853923485)"
48801,18003976,Sat,05/12/2018 12:00:00 AM,120,40,Male,Black,,On View,Personal (Hands/Fist/Feet),2700,RIDGE AV,EVANSTON,"(42.06747071840131, -87.6829566385919)"
48802,18003178,Sat,05/12/2018 12:00:00 AM,916,27,Female,White,,Taken into Custody,Personal (Hands/Fist/Feet),1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48804,18003943,Fri,05/11/2018 12:00:00 AM,830,35,Male,Black,Not Hispanic,,None,900,RIDGE AV,EVANSTON,"(42.03492726446653, -87.68697048015352)"
48805,18004007,Sun,05/13/2018 12:00:00 AM,548,29,Female,Black,,On View,None,1100,ASBURY AV/GREENLEAF ST,EVANSTON,"(42.03854464841506, -87.68986848046387)"
48806,18004021,Sun,05/13/2018 12:00:00 AM,1611,43,Female,Black,,Taken into Custody,None,2500,MAIN ST,EVANSTON,"(42.03369119364168, -87.70927798129657)"
48808,18004053,Mon,05/14/2018 12:00:00 AM,1932,25,Male,White,,Taken into Custody,None,1900,GREY AV,EVANSTON,"(42.052897914369055, -87.7020038053552)"
48809,18004057,Mon,05/14/2018 12:00:00 AM,2350,19,Male,White,,Taken into Custody,None,,RIDGE/BIRCHWOOD,CHICAGO,
48810,18003342,Tue,05/15/2018 12:00:00 AM,1213,21,Male,Black,,Taken into Custody,Fire/Incendiary Device,1500,ELMWOOD AV,EVANSTON,"(42.0460107307921, -87.68378492477495)"
48811,18004076,Tue,05/15/2018 12:00:00 AM,2039,54,Male,Black,,Taken into Custody,None,2200,GREEN BAY RD/NOYES ST,EVANSTON,"(42.058696270445495, -87.69407153634783)"
48812,18004081,Wed,05/16/2018 12:00:00 AM,315,35,Male,White,,On View,Personal (Hands/Fist/Feet),1600,RIDGE AV,EVANSTON,"(42.04780841698017, -87.68875169796348)"
48813,18004049,Mon,05/14/2018 12:00:00 AM,1710,31,Male,Black,,On View,None,600,DODGE AV,EVANSTON,"(42.02933601696403, -87.6993981690666)"
48814,18004078,Tue,05/15/2018 12:00:00 AM,2353,21,Female,White,,Taken into Custody,,2000,GREEN BAY RD,EVANSTON,"(42.05489847420959, -87.69097062478913)"
48817,18003664,Tue,05/15/2018 12:00:00 AM,1600,51,Female,Asian,Not Hispanic,Taken into Custody,,2800,CENTRAL ST,EVANSTON,"(42.06445476387036, -87.71375009488013)"
48820,18004121,Thu,05/17/2018 12:00:00 AM,1232,39,Male,White,,Taken into Custody,None,1100,SHERMAN AV,EVANSTON,"(42.03847903066204, -87.6821138863798)"
48821,18004144,Thu,05/17/2018 12:00:00 AM,2155,32,Female,Black,,Taken into Custody,None,7700,N SHERIDAN,CHICAGO,
48827,18004205,Sat,05/19/2018 12:00:00 AM,1908,53,Male,White,,On View,None,1200,CHICAGO AV,EVANSTON,"(42.040224256269894, -87.68053254291043)"
48835,18004127,Fri,05/18/2018 12:00:00 AM,652,46,Male,White,,On View,,1000,WASHINGTON ST,EVANSTON,"(42.03281116006678, -87.68607748467178)"
48838,18004217,Sun,05/20/2018 12:00:00 AM,248,28,Male,Black,,Warrant,None,1200,LEE ST,EVANSTON,"(42.03587053491402, -87.68924195794646)"
48839,18004218,Sun,05/20/2018 12:00:00 AM,249,28,Male,Black,,Warrant,None,1200,LEE ST,EVANSTON,"(42.03587053491402, -87.68924195794646)"
